test_index,feasible,recourse_band,original_score_band,solver_status,solver_family,original_score,new_score,score_gap_to_threshold,total_cost,changed_features,validity_reconstructed_score,validity_passes_threshold,validity_margin_below_threshold
238,False,infeasible,very_high_risk,gurobi:Optimal|refined_30,gurobi,0.8512542247772217,0.5237683653831482,0.1037683653831481,2.616785737180904,"{""ExternalRiskEstimate"": 0.07475409836065572, ""MSinceMostRecentTradeOpen"": -0.010443864229765013, ""NumSatisfactoryTrades"": 0.18481012658227852, ""PercentTradesNeverDelq"": 0.05999999999999994, ""MSinceMostRecentDelq"": 0.1951807228915663, ""PercentInstallTrades"": -0.2, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.06060606060606061, ""NetFractionRevolvingBurden"": -0.19762931034482759, ""NetFractionInstallBurden"": -0.1362244897959185, ""NumRevolvingTradesWBalance"": -0.16875, ""NumInstallTradesWBalance"": -0.22222222222222224, ""NumBank2NatlTradesWHighUtilization"": -0.16666666666666666, ""RevolvingBurdenPerTrade"": -0.08497536945812809, ""InstallBurdenPerTrade"": -0.2119047619047619}",0.5237683653831482,False,-0.1037683653831481
239,True,feasible,high_risk,gurobi:Optimal|refined_13,gurobi,0.6086549758911133,0.4187054932117462,-0.0012945067882538797,0.3564196539211269,"{""NumSatisfactoryTrades"": 0.18481012658227852, ""MSinceMostRecentDelq"": 0.03903614457831328, ""MSinceMostRecentInqexcl7days"": 0.16094772819162634, ""NumRevolvingTradesWBalance"": -0.015625, ""PercentTradesWBalance"": -0.1050000000000001}",0.4187054932117462,True,0.0012945067882538797
243,False,infeasible,very_high_risk,gurobi:Infeasible|refined_32,gurobi,0.8876628279685974,0.6802389025688171,0.26023890256881704,0.21442802612087744,"{""NumSatisfactoryTrades"": 0.07392405063291141, ""MSinceMostRecentDelq"": 0.09759036144578312, ""MSinceMostRecentInqexcl7days"": 0.12000000000000005, ""NetFractionRevolvingBurden"": -0.012500000000000011}",0.6802389025688171,False,-0.26023890256881704
248,False,infeasible,very_high_risk,gurobi:Infeasible|refined_32,gurobi,0.8357775211334229,0.5874474048614502,0.1674474048614501,0.27384080331192545,"{""NumSatisfactoryTrades"": 0.036962025316455704, ""MSinceMostRecentDelq"": 0.03903614457831328, ""MSinceMostRecentInqexcl7days"": 0.12000000000000005, ""NetFractionRevolvingBurden"": -0.07905172413793116, ""PercentTradesWBalance"": -0.06000000000000005}",0.5874474048614502,False,-0.1674474048614501
249,True,feasible,moderate_risk,gurobi:Optimal,gurobi,0.48150479793548584,0.3706490695476532,-0.0493509304523469,0.32927002240897596,"{""ExternalRiskEstimate"": 0.06464186487010248, ""NumSatisfactoryTrades"": 0.18481012658227847}",0.3706490695476532,True,0.0493509304523469
250,True,feasible,very_high_risk,gurobi:Optimal|refined_6,gurobi,0.8085530996322632,0.41899892687797546,-0.0010010731220246316,1.3586219461424665,"{""ExternalRiskEstimate"": 0.07475409836065572, ""MSinceMostRecentTradeOpen"": -0.033942558746736295, ""NumSatisfactoryTrades"": 0.1848101265822785, ""PercentTradesNeverDelq"": 0.19999999999999996, ""MSinceMostRecentDelq"": 0.05855421686746991, ""PercentInstallTrades"": -0.05, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.06363636363636364, ""InstallBurdenPerTrade"": -0.22612544218253694}",0.41899892687797546,True,0.0010010731220246316
251,False,infeasible,very_high_risk,gurobi:Infeasible|refined_32,gurobi,0.8373539447784424,0.6657014489173889,0.24570144891738882,0.23043085664717025,"{""NumSatisfactoryTrades"": 0.08316455696202546, ""MSinceMostRecentDelq"": 0.03903614457831328, ""MSinceMostRecentInqexcl7days"": 0.12000000000000005, ""PercentTradesWBalance"": -0.1050000000000001}",0.6657014489173889,False,-0.24570144891738882
252,True,feasible,high_risk,gurobi:Optimal,gurobi,0.5553800463676453,0.26956111192703247,-0.15043888807296762,0.4850733728552381,"{""ExternalRiskEstimate"": 0.07436150508940143, ""NumSatisfactoryTrades"": 0.1848101265822785, ""MSinceMostRecentInqexcl7days"": 0.2}",0.26956111192703247,True,0.15043888807296762
253,True,feasible,moderate_risk,gurobi:Optimal,gurobi,0.48150479793548584,0.3706490695476532,-0.0493509304523469,0.32927002240897596,"{""ExternalRiskEstimate"": 0.06464186487010248, ""NumSatisfactoryTrades"": 0.18481012658227847}",0.3706490695476532,True,0.0493509304523469
256,True,feasible,very_high_risk,gurobi:Optimal,gurobi,0.7488585114479065,0.3511151969432831,-0.06888480305671701,1.1707286022700485,"{""ExternalRiskEstimate"": 0.07475409836065572, ""MSinceMostRecentTradeOpen"": -0.03655352480417755, ""NumSatisfactoryTrades"": 0.1848101265822785, ""PercentTradesNeverDelq"": 0.10999999999999999, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.030303030303030304, ""NetFractionRevolvingBurden"": -0.1939655172413793, ""NumBank2NatlTradesWHighUtilization"": -0.05319857415780425}",0.3511151969432831,True,0.06888480305671701
259,False,infeasible,very_high_risk,gurobi:Infeasible|refined_32,gurobi,0.9025780558586121,0.7282155752182007,0.3082155752182006,0.25171696903227664,"{""NumSatisfactoryTrades"": 0.036962025316455704, ""PercentTradesNeverDelq"": 0.07700000000000007, ""PercentInstallTrades"": -0.1200000000000001, ""MSinceMostRecentInqexcl7days"": 0.11000000000000004}",0.7282155752182007,False,-0.3082155752182006
261,True,feasible,high_risk,gurobi:Optimal,gurobi,0.5289473533630371,0.36712881922721863,-0.05287118077278147,0.3880062629612252,"{""ExternalRiskEstimate"": 0.04017409047074216, ""NumSatisfactoryTrades"": 0.18481012658227847, ""MSinceMostRecentInqexcl7days"": 0.2}",0.36712881922721863,True,0.05287118077278147
263,False,near_feasible,high_risk,gurobi:Optimal|refined_32,gurobi,0.583475649356842,0.420604944229126,0.0006049442291258811,0.9190067774572305,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.18481012658227847, ""MSinceMostRecentDelq"": 0.0487951807228916, ""NumTotalTrades"": 0.12923076923076926, ""NumTradesOpeninLast12M"": -0.027368421052631486, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.02372540188407958, ""PercentTradesWBalance"": -0.2250000000000002}",0.420604944229126,False,-0.0006049442291258811
264,False,infeasible,very_high_risk,gurobi:Infeasible|refined_32,gurobi,0.955565869808197,0.8422922492027283,0.4222922492027282,0.21210691978660767,"{""NumSatisfactoryTrades"": 0.09240506329113926, ""MSinceMostRecentDelq"": 0.09759036144578317, ""MSinceMostRecentInqexcl7days"": 0.12000000000000005}",0.8422922492027283,False,-0.4222922492027282
266,True,feasible,very_high_risk,gurobi:Optimal|refined_6,gurobi,0.7305172681808472,0.41701287031173706,-0.002987129688263035,0.7733612086999184,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.18481012658227847, ""PercentTradesNeverDelq"": 0.032999999999999696, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.030303030303030304, ""NetFractionRevolvingBurden"": -0.07633469601990357}",0.41701287031173706,True,0.002987129688263035
268,True,feasible,moderate_risk,gurobi:Optimal,gurobi,0.48150479793548584,0.3706490695476532,-0.0493509304523469,0.32927002240897596,"{""ExternalRiskEstimate"": 0.06464186487010248, ""NumSatisfactoryTrades"": 0.18481012658227847}",0.3706490695476532,True,0.0493509304523469
270,False,infeasible,very_high_risk,gurobi:Infeasible|refined_32,gurobi,0.9466956257820129,0.8565832376480103,0.43658323764801016,0.18983380410619047,"{""NumSatisfactoryTrades"": 0.02772151898734178, ""PercentTradesNeverDelq"": 0.09899999999999909, ""MSinceMostRecentInqexcl7days"": 0.11000000000000004}",0.8565832376480103,False,-0.43658323764801016
272,True,feasible,very_high_risk,gurobi:Optimal|refined_29,gurobi,0.8969182968139648,0.41851332783699036,-0.001486672163009739,1.6003043390274683,"{""ExternalRiskEstimate"": 0.07475409836065572, ""MSinceMostRecentTradeOpen"": -0.010443864229765013, ""NumSatisfactoryTrades"": 0.1848101265822785, ""MSinceMostRecentDelq"": 0.15614457831325287, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.06060606060606061, ""NetFractionRevolvingBurden"": -0.19762931034482759, ""NumRevolvingTradesWBalance"": -0.05578378284570353, ""PercentTradesWBalance"": -0.19500000000000017, ""InstallBurdenPerTrade"": -0.2571428571428571}",0.41851332783699036,True,0.001486672163009739
276,True,feasible,moderate_risk,gurobi:Optimal,gurobi,0.49226483702659607,0.37205779552459717,-0.04794220447540293,0.3320199194998497,"{""ExternalRiskEstimate"": 0.0656103893487544, ""NumSatisfactoryTrades"": 0.18481012658227847}",0.37205779552459717,True,0.04794220447540293
278,True,feasible,moderate_risk,gurobi:Optimal,gurobi,0.49976080656051636,0.4149732291698456,-0.005026770830154514,0.1660837838709382,"{""NumSatisfactoryTrades"": 0.18481012658227852, ""MSinceMostRecentInqexcl7days"": 0.031744214435482726}",0.4149732291698456,True,0.005026770830154514
279,True,feasible,very_high_risk,gurobi:Optimal|refined_28,gurobi,0.8358370065689087,0.4199584424495697,-4.155755043039333e-05,1.9553921677326995,"{""ExternalRiskEstimate"": 0.07475409836065572, ""MSinceMostRecentTradeOpen"": -0.044386422976501305, ""NumSatisfactoryTrades"": 0.1848101265822785, ""MSinceMostRecentDelq"": 0.19518072289156632, ""PercentInstallTrades"": -0.13, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.015151515151515152, ""NetFractionRevolvingBurden"": -0.19762931034482759, ""NumRevolvingTradesWBalance"": -0.16875, ""NumBank2NatlTradesWHighUtilization"": -0.16666666666666663, ""PercentTradesWBalance"": -0.06000000000000005, ""RevolvingBurdenPerTrade"": -0.07279693486590039, ""InstallBurdenPerTrade"": -0.2571428571428571}",0.4199584424495697,True,4.155755043039333e-05
281,False,infeasible,very_high_risk,gurobi:Infeasible|refined_32,gurobi,0.7497671842575073,0.6033763885498047,0.1833763885498046,0.16022315287562808,"{""MSinceMostRecentDelq"": 0.09759036144578292, ""MSinceMostRecentInqexcl7days"": 0.12000000000000005, ""RevolvingBurdenPerTrade"": -0.014367816091954007}",0.6033763885498047,False,-0.1833763885498046
282,True,feasible,high_risk,gurobi:Optimal,gurobi,0.5675502419471741,0.3787604570388794,-0.0412395429611207,1.0374401091105612,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.18481012658227847, ""PercentTradesNeverDelq"": 0.06999999999999995, ""PercentInstallTrades"": -0.2, ""MSinceMostRecentInqexcl7days"": 0.19999999999999998, ""NumInqLast6M"": -0.015151515151515152, ""NetFractionRevolvingBurden"": -0.09913793103448276, ""NumRevolvingTradesWBalance"": -0.05676266766487436, ""NumBank2NatlTradesWHighUtilization"": -0.05555555555555555}",0.3787604570388794,True,0.0412395429611207
284,True,feasible,very_high_risk,gurobi:Optimal,gurobi,0.677995502948761,0.3989136219024658,-0.021086378097534275,2.0684420019343635,"{""ExternalRiskEstimate"": 0.07475409836065572, ""MSinceMostRecentTradeOpen"": -0.005221932114882507, ""NumSatisfactoryTrades"": 0.18481012658227847, ""NumTrades60Ever2DerogPubRec"": -0.09297145764493472, ""PercentTradesNeverDelq"": 0.19999999999999996, ""MSinceMostRecentDelq"": 0.1951807228915663, ""NumTradesOpeninLast12M"": -0.05263157894736842, ""PercentInstallTrades"": -0.2, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.015151515151515152, ""NetFractionRevolvingBurden"": -0.04741379310344827, ""NumRevolvingTradesWBalance"": -0.03125, ""NumBank2NatlTradesWHighUtilization"": -0.05555555555555555, ""PercentTradesWBalance"": -0.3, ""RevolvingBurdenPerTrade"": -0.04741379310344827, ""InstallBurdenPerTrade"": -0.02142857142857143}",0.3989136219024658,True,0.021086378097534275
287,True,feasible,very_high_risk,gurobi:Optimal|refined_1,gurobi,0.6905158758163452,0.40592142939567566,-0.014078570604324436,0.6214241616748484,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.18481012658227847, ""MSinceMostRecentInqexcl7days"": 0.2, ""NetFractionRevolvingBurden"": -0.10005883665655868}",0.40592142939567566,True,0.014078570604324436
288,False,infeasible,very_high_risk,gurobi:Infeasible|refined_32,gurobi,0.9083343744277954,0.689357578754425,0.26935757875442495,0.2529110402483677,"{""NumSatisfactoryTrades"": 0.09240506329113926, ""MSinceMostRecentDelq"": 0.03903614457831328, ""PercentInstallTrades"": -0.06000000000000005, ""MSinceMostRecentInqexcl7days"": 0.12000000000000005, ""NetFractionRevolvingBurden"": -0.029644396551724184}",0.689357578754425,False,-0.26935757875442495
290,True,feasible,moderate_risk,gurobi:Optimal,gurobi,0.48150479793548584,0.3706490695476532,-0.0493509304523469,0.32927002240897596,"{""ExternalRiskEstimate"": 0.06464186487010248, ""NumSatisfactoryTrades"": 0.18481012658227847}",0.3706490695476532,True,0.0493509304523469
293,True,feasible,very_high_risk,gurobi:Optimal,gurobi,0.6466264128684998,0.2728763520717621,-0.147123647928238,1.2944269875828127,"{""ExternalRiskEstimate"": 0.07475409836065572, ""MSinceMostRecentTradeOpen"": -0.020887728459530026, ""NumSatisfactoryTrades"": 0.1848101265822785, ""PercentTradesNeverDelq"": 0.05999999999999994, ""PercentInstallTrades"": -0.2, ""MSinceMostRecentInqexcl7days"": 0.2, ""NetFractionRevolvingBurden"": -0.19762931034482759, ""NumBank2NatlTradesWHighUtilization"": -0.05555555555555555, ""InstallBurdenPerTrade"": -0.25399131918035206}",0.2728763520717621,True,0.147123647928238
296,True,feasible,very_high_risk,gurobi:Optimal|refined_17,gurobi,0.6396649479866028,0.4167403280735016,-0.0032596719264985086,1.1168812217486868,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.1848101265822785, ""PercentTradesNeverDelq"": 0.06800000000000006, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.06363636363636364, ""NetFractionRevolvingBurden"": -0.18169235781276089}",0.4167403280735016,True,0.0032596719264985086
297,False,infeasible,very_high_risk,gurobi:Infeasible|refined_32,gurobi,0.8355259895324707,0.6609453558921814,0.2409453558921813,0.20929094443093138,"{""PercentTradesNeverDelq"": 0.08400000000000007, ""MSinceMostRecentDelq"": 0.08783132530120485, ""MSinceMostRecentInqexcl7days"": 0.11000000000000004}",0.6609453558921814,False,-0.2409453558921813
298,False,infeasible,very_high_risk,gurobi:Infeasible|refined_32,gurobi,0.8599621653556824,0.7354062795639038,0.3154062795639037,0.12260046803679576,"{""PercentTradesNeverDelq"": 0.040000000000000036, ""PercentInstallTrades"": -0.020000000000000018, ""MSinceMostRecentInqexcl7days"": 0.11000000000000004}",0.7354062795639038,False,-0.3154062795639037
299,True,feasible,very_high_risk,gurobi:Optimal,gurobi,0.7441719770431519,0.41340354084968567,-0.0065964591503144265,1.4572577938027298,"{""ExternalRiskEstimate"": 0.07475409836065572, ""MSinceMostRecentTradeOpen"": -0.020887728459530026, ""NumSatisfactoryTrades"": 0.18481012658227852, ""PercentTradesNeverDelq"": 0.19999999999999996, ""PercentInstallTrades"": -0.2, ""MSinceMostRecentInqexcl7days"": 0.2, ""NetFractionRevolvingBurden"": -0.125, ""NumRevolvingTradesWBalance"": -0.125, ""NumBank2NatlTradesWHighUtilization"": -0.05555555555555555, ""InstallBurdenPerTrade"": -0.2167218871952085}",0.41340354084968567,True,0.0065964591503144265
302,True,feasible,very_high_risk,gurobi:Optimal,gurobi,0.8032562732696533,0.40213483572006226,-0.01786516427993784,1.8103816301400646,"{""ExternalRiskEstimate"": 0.07475409836065572, ""MSinceMostRecentTradeOpen"": -0.03655352480417755, ""NumSatisfactoryTrades"": 0.18481012658227847, ""PercentTradesNeverDelq"": 0.05999999999999994, ""PercentInstallTrades"": -0.2, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.06060606060606061, ""NetFractionRevolvingBurden"": -0.19762931034482759, ""NumInstallTradesWBalance"": -0.20862211265561784, ""NumBank2NatlTradesWHighUtilization"": -0.16666666666666666}",0.40213483572006226,True,0.01786516427993784
303,True,feasible,moderate_risk,gurobi:Optimal,gurobi,0.5035901665687561,0.3448674976825714,-0.07513250231742868,0.21552656080517718,"{""NumSatisfactoryTrades"": 0.18481012658227847, ""MSinceMostRecentInqexcl7days"": 0.10887398772127377}",0.3448674976825714,True,0.07513250231742868
306,True,feasible,near_threshold,gurobi:Optimal,gurobi,0.4675653874874115,0.3104512691497803,-0.10954873085021982,0.2302922162489746,"{""NumSatisfactoryTrades"": 0.18481012658227852, ""MSinceMostRecentInqexcl7days"": 0.13190812389673465}",0.3104512691497803,True,0.10954873085021982
307,True,feasible,very_high_risk,gurobi:Optimal,gurobi,0.6339947581291199,0.35854965448379517,-0.06145034551620493,0.5632733534905612,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.1848101265822785, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.015417060905846169}",0.35854965448379517,True,0.06145034551620493
308,True,feasible,high_risk,gurobi:Optimal,gurobi,0.5226994156837463,0.33268076181411743,-0.08731923818588266,0.2712474008831328,"{""NumSatisfactoryTrades"": 0.18481012658227847, ""MSinceMostRecentInqexcl7days"": 0.1957974177750247}",0.33268076181411743,True,0.08731923818588266
311,True,feasible,moderate_risk,gurobi:Optimal,gurobi,0.48150479793548584,0.3706490695476532,-0.0493509304523469,0.32927002240897596,"{""ExternalRiskEstimate"": 0.06464186487010248, ""NumSatisfactoryTrades"": 0.18481012658227847}",0.3706490695476532,True,0.0493509304523469
312,True,feasible,high_risk,gurobi:Optimal,gurobi,0.5767055749893188,0.3326861262321472,-0.08731387376785288,0.4548598130635191,"{""ExternalRiskEstimate"": 0.06372017151273479, ""NumSatisfactoryTrades"": 0.18481012658227852, ""MSinceMostRecentInqexcl7days"": 0.2}",0.3326861262321472,True,0.08731387376785288
314,True,feasible,very_high_risk,gurobi:Optimal,gurobi,0.6326534152030945,0.27997949719429016,-0.14002050280570993,0.5883552418657667,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.1848101265822785, ""MSinceMostRecentInqexcl7days"": 0.2, ""NetFractionRevolvingBurden"": -0.07559172074207554}",0.27997949719429016,True,0.14002050280570993
315,True,feasible,very_high_risk,gurobi:Optimal,gurobi,0.6300601363182068,0.35542410612106323,-0.06457589387893686,0.42444755289606084,"{""ExternalRiskEstimate"": 0.05300885488889906, ""NumSatisfactoryTrades"": 0.18481012658227847, ""MSinceMostRecentInqexcl7days"": 0.2}",0.35542410612106323,True,0.06457589387893686
317,True,feasible,near_threshold,gurobi:Optimal,gurobi,0.44137972593307495,0.3911154568195343,-0.028884543180465794,0.1522523116287564,"{""NumSatisfactoryTrades"": 0.18481012658227847, ""MSinceMostRecentInqexcl7days"": 0.010167385940046425}",0.3911154568195343,True,0.028884543180465794
318,False,infeasible,very_high_risk,gurobi:Infeasible|refined_32,gurobi,0.805613100528717,0.6091116666793823,0.18911166667938223,0.1619782077468752,"{""PercentTradesNeverDelq"": 0.07999999999999996, ""PercentInstallTrades"": -0.020000000000000018, ""MSinceMostRecentInqexcl7days"": 0.11000000000000004}",0.6091116666793823,False,-0.18911166667938223
321,False,near_feasible,very_high_risk,gurobi:Optimal|refined_32,gurobi,0.8457179069519043,0.43174993991851807,0.011749939918517971,2.264737502844494,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.18481012658227847, ""PercentTradesNeverDelq"": 0.12, ""MSinceMostRecentDelq"": 0.058554216867469755, ""PercentInstallTrades"": -0.2, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.06363636363636364, ""NetFractionRevolvingBurden"": -0.19762931034482759, ""NumRevolvingTradesWBalance"": -0.16875, ""NumBank2NatlTradesWHighUtilization"": -0.16666666666666666, ""PercentTradesWBalance"": -0.09000000000000008, ""RevolvingBurdenPerTrade"": -0.0646551724137931, ""InstallBurdenPerTrade"": -0.3643476832780847}",0.43174993991851807,False,-0.011749939918517971
325,False,infeasible,very_high_risk,gurobi:Optimal|refined_32,gurobi,0.8214085102081299,0.44193315505981445,0.021933155059814358,2.191317644982993,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.18481012658227847, ""PercentTradesNeverDelq"": 0.040000000000000036, ""MSinceMostRecentDelq"": 0.1951807228915663, ""PercentInstallTrades"": -0.2, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.06363636363636364, ""NetFractionRevolvingBurden"": -0.19762931034482759, ""NumRevolvingTradesWBalance"": -0.16875, ""NumInstallTradesWBalance"": -0.24083752186590607, ""NumBank2NatlTradesWHighUtilization"": -0.1111111111111111, ""PercentTradesWBalance"": -0.15000000000000013, ""RevolvingBurdenPerTrade"": -0.00478927203065134, ""InstallBurdenPerTrade"": -0.08775510204081632}",0.44193315505981445,False,-0.021933155059814358
328,True,feasible,high_risk,gurobi:Optimal,gurobi,0.5748347043991089,0.3675720691680908,-0.052427930831909275,0.6992656922896958,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.1848101265822785, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.030303030303030304, ""NetFractionRevolvingBurden"": -0.045549011938535}",0.3675720691680908,True,0.052427930831909275
329,True,feasible,near_threshold,gurobi:Optimal|refined_1,gurobi,0.433488130569458,0.41858598589897156,-0.0014140141010285379,0.06363967127457217,"{""NumSatisfactoryTrades"": 0.07257408466098753, ""MSinceMostRecentInqexcl7days"": 0.010000000000000002}",0.41858598589897156,True,0.0014140141010285379
330,True,feasible,near_threshold,gurobi:Optimal|refined_1,gurobi,0.46948155760765076,0.4174073338508606,-0.0025926661491394998,0.1268385592904132,"{""NumSatisfactoryTrades"": 0.15271832248213038, ""MSinceMostRecentInqexcl7days"": 0.010000000000000002}",0.4174073338508606,True,0.0025926661491394998
331,True,feasible,very_high_risk,gurobi:Optimal,gurobi,0.6977514028549194,0.3220877945423126,-0.09791220545768747,0.8081595756999999,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.18481012658227847, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.010972497574724863, ""NetFractionRevolvingBurden"": -0.19762931034482759}",0.3220877945423126,True,0.09791220545768747
332,True,feasible,very_high_risk,gurobi:Optimal|refined_9,gurobi,0.840266764163971,0.4181348383426666,-0.0018651616573334695,1.070267472516006,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.18481012658227847, ""MSinceMostRecentDelq"": 0.03903614457831328, ""PercentInstallTrades"": -0.10000000000000009, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.06060606060606061, ""NetFractionRevolvingBurden"": -0.14248490786220608}",0.4181348383426666,True,0.0018651616573334695
336,False,infeasible,very_high_risk,gurobi:Infeasible|refined_32,gurobi,0.8601410984992981,0.716108500957489,0.2961085009574889,0.24777428777080168,"{""PercentTradesNeverDelq"": 0.1100000000000001, ""MSinceMostRecentDelq"": 0.07807228915662656, ""PercentInstallTrades"": -0.020000000000000018, ""MSinceMostRecentInqexcl7days"": 0.12000000000000005}",0.716108500957489,False,-0.2961085009574889
339,True,feasible,high_risk,gurobi:Optimal|refined_6,gurobi,0.5551915168762207,0.41835030913352966,-0.0016496908664704324,0.7955956044007966,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.1848101265822785, ""MSinceMostRecentInqexcl7days"": 0.19999999999999998, ""NumInqLast6M"": -0.011905299708131317, ""NetFractionRevolvingBurden"": -0.13793103448275862, ""NumRevolvingTradesWBalance"": -0.05062499999999992}",0.41835030913352966,True,0.0016496908664704324
340,True,feasible,very_high_risk,gurobi:Optimal,gurobi,0.7082402110099792,0.32596930861473083,-0.09403069138526926,1.2318750690338127,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.18481012658227847, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.06060606060606061, ""NetFractionRevolvingBurden"": -0.19762931034482759, ""NumBank2NatlTradesWHighUtilization"": -0.13117219254689172}",0.32596930861473083,True,0.09403069138526926
342,False,infeasible,very_high_risk,gurobi:Infeasible|refined_32,gurobi,0.9520478248596191,0.882096529006958,0.4620965290069579,0.2047206676098888,"{""NumSatisfactoryTrades"": 0.02772151898734178, ""MSinceMostRecentDelq"": 0.16590361445783142, ""MSinceMostRecentInqexcl7days"": 0.12000000000000005}",0.882096529006958,False,-0.4620965290069579
344,True,feasible,very_high_risk,gurobi:Optimal,gurobi,0.6225786805152893,0.32074496150016785,-0.09925503849983225,0.562884108622606,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.18481012658227852, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.015339211932255105}",0.32074496150016785,True,0.09925503849983225
345,True,feasible,high_risk,gurobi:Optimal|refined_12,gurobi,0.5868275761604309,0.4146246910095215,-0.005375308990478611,0.32806005597327514,"{""NumSatisfactoryTrades"": 0.18481012658227847, ""PercentTradesNeverDelq"": 0.07200000000000006, ""MSinceMostRecentInqexcl7days"": 0.17385273938452547}",0.4146246910095215,True,0.005375308990478611
347,True,feasible,near_threshold,gurobi:Optimal|refined_3,gurobi,0.4581678807735443,0.4139331877231598,-0.0060668122768403054,0.15154882808806996,"{""NumSatisfactoryTrades"": 0.1677958450266952, ""MSinceMostRecentInqexcl7days"": 0.030000000000000006}",0.4139331877231598,True,0.0060668122768403054
348,True,feasible,very_high_risk,gurobi:Optimal,gurobi,0.6687650084495544,0.2542509436607361,-0.165749056339264,0.7900298746373995,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.1848101265822785, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.030303030303030304, ""NetFractionRevolvingBurden"": -0.1127038444279429}",0.2542509436607361,True,0.165749056339264
349,True,feasible,near_threshold,gurobi:Optimal|refined_9,gurobi,0.4531939625740051,0.41668784618377686,-0.00331215381622324,0.03543996573907159,"{""PercentTradesNeverDelq"": 0.03600000000000003}",0.41668784618377686,True,0.00331215381622324
350,True,feasible,very_high_risk,gurobi:Optimal,gurobi,0.6387771964073181,0.39206117391586304,-0.02793882608413706,0.6419860439526104,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.18481012658227847, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.03115959899825602}",0.39206117391586304,True,0.02793882608413706
351,True,feasible,moderate_risk,gurobi:Optimal,gurobi,0.48150479793548584,0.3706490695476532,-0.0493509304523469,0.32927002240897596,"{""ExternalRiskEstimate"": 0.06464186487010248, ""NumSatisfactoryTrades"": 0.18481012658227847}",0.3706490695476532,True,0.0493509304523469
352,True,feasible,high_risk,gurobi:Optimal|refined_5,gurobi,0.5711286067962646,0.412232905626297,-0.007767094373703098,0.06898425916710806,"{""MSinceMostRecentInqexcl7days"": 0.10761410664542762}",0.412232905626297,True,0.007767094373703098
355,True,feasible,high_risk,gurobi:Optimal,gurobi,0.5249353647232056,0.33460238575935364,-0.08539761424064646,0.3641568835623959,"{""ExternalRiskEstimate"": 0.03177424604562473, ""NumSatisfactoryTrades"": 0.18481012658227847, ""MSinceMostRecentInqexcl7days"": 0.2}",0.33460238575935364,True,0.08539761424064646
